id,side,entry,sl,tp,qty,ml_label,ml_conf,ml_hold_prob,ml_buy_prob,ml_sell_prob,renko_signal,open_ts,status,exit,pnl,close_ts
1,BUY,73956.41,73827.5157,74323.3458,0.77583,BUY,0.9026,0.0891,0.9026,0.0083,1,2026-04-15 11:29:59 UTC,TP,74323.3458,284.6798,2026-04-15 12:39:59 UTC
2,BUY,74145.27,73930.9528,74406.46,0.466598,BUY,0.958,0.0403,0.958,0.0017,1,2026-04-15 12:04:59 UTC,TP,74406.46,121.8707,2026-04-15 12:39:59 UTC
