timestamp,open,high,low,close,volume
2026-04-15 12:09:59.999000+00:00,74145.27,74170.0,74051.64,74134.22,25.25711
2026-04-15 12:14:59.999000+00:00,74134.21,74255.01,74134.21,74201.76,123.52059
2026-04-15 12:19:59.999000+00:00,74201.76,74228.59,74119.0,74206.0,17.38523
2026-04-15 12:24:59.999000+00:00,74205.99,74257.7,74200.65,74229.67,21.73808
2026-04-15 12:29:59.999000+00:00,74229.67,74249.56,74163.05,74177.1,14.24279
2026-04-15 12:34:59.999000+00:00,74177.1,74238.59,74177.09,74231.2,22.49896
2026-04-15 12:39:59.999000+00:00,74231.2,74466.1,74222.45,74452.75,97.70196
2026-04-15 12:44:59.999000+00:00,74452.76,74454.06,74308.14,74333.96,47.68117
2026-04-15 12:49:59.999000+00:00,74333.96,74370.01,74324.29,74344.93,41.79038
2026-04-15 12:54:59.999000+00:00,74344.93,74360.03,74300.04,74329.3,39.11739
2026-04-15 12:59:59.999000+00:00,74329.31,74336.0,74273.77,74273.77,38.37636
2026-04-15 13:04:59.999000+00:00,74273.77,74288.0,74182.17,74232.68,40.58169
2026-04-15 13:09:59.999000+00:00,74232.69,74376.81,74216.88,74338.61,58.08803
2026-04-15 13:14:59.999000+00:00,74338.61,74338.61,74278.5,74322.02,26.78013
2026-04-15 13:19:59.999000+00:00,74322.01,74331.93,74279.5,74279.5,25.41225
2026-04-15 13:24:59.999000+00:00,74279.5,74317.16,74250.0,74273.84,17.01327
2026-04-15 13:29:59.999000+00:00,74273.85,74434.51,74273.85,74398.09,44.47442
2026-04-15 13:34:59.999000+00:00,74398.09,74417.04,74107.92,74198.76,131.17485
2026-04-15 13:39:59.999000+00:00,74198.76,74215.76,73976.63,74133.98,110.67453
2026-04-15 13:44:59.999000+00:00,74133.98,74142.13,73861.84,73879.18,76.91097
2026-04-15 13:49:59.999000+00:00,73879.18,74007.07,73861.34,73925.68,59.48319
2026-04-15 13:54:59.999000+00:00,73925.68,73970.7,73817.23,73848.82,35.07201
2026-04-15 13:59:59.999000+00:00,73849.28,74134.06,73849.28,74063.92,50.69371
2026-04-15 14:04:59.999000+00:00,74063.91,74068.01,73933.08,73933.08,63.15465
2026-04-15 14:09:59.999000+00:00,73933.09,73986.84,73830.0,73945.66,38.05132
2026-04-15 14:14:59.999000+00:00,73945.65,74154.48,73935.32,74154.48,53.23739
2026-04-15 14:19:59.999000+00:00,74154.47,74390.01,74129.87,74160.83,93.21861
2026-04-15 14:24:59.999000+00:00,74160.83,74445.21,74160.83,74426.29,101.39651
2026-04-15 14:29:59.999000+00:00,74426.29,74506.84,74395.8,74429.99,84.34341
